aliases,avg_confidence,confidence_values,evidence_texts,fusion_status,id,label,mention_count,name,needs_review,normalized_name,rationales,source_cases,source_entity_ids,source_span_ids,vote_summaries
"['现场指挥和监督不到位', '现场指挥和监督']",,[],['现场指挥和监督不到位'],canonical,SafetyManagementDefect:canonical:913d5254ece03d3ad28dd29c6c78abee,SafetyManagementDefect,,现场指挥和监督,False,现场指挥和监督,['原文明确指出现场指挥和监督不到位，属于监督检查不到位的范畴。'],['HCA-7b4ab38eb5'],['SafetyManagementDefect:6da18b73f37da7226068d496845983c6'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['吊索与吊点选择错误'],,[],['吊索与吊点选择错误'],canonical,SafetyManagementDefect:canonical:bdd9f3c652d4bb931df94e95dee00ca8,SafetyManagementDefect,,吊索与吊点选择错误,False,吊索与吊点选择错误,['事故直接原因明确指出吊索与吊点选择错误，表明专项施工方案或技术措施存在缺陷。'],['HCA-7b4ab38eb5'],['SafetyManagementDefect:bdd9f3c652d4bb931df94e95dee00ca8'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['扁铁滑落导致人员重创', '扁铁滑落导致人员死亡']",0.0,[],"['扁铁已滑落，正好砸在午饭后放碗未戴安全帽的倪头部，造成重创，于8日后死亡。', '扁铁已滑落，正好砸在午饭后放碗未戴安全作业人员C头部，造成重创，于8日后死亡。']",canonical,AccidentProcess:canonical:3f4ec0e328efeb4fc75c61f8b8a110fe,AccidentProcess,2,扁铁滑落导致人员重创,False,扁铁滑落导致人员重创,"['原文清晰描述了扁铁滑落直接导致人员重创的事故过程。', '原文清晰描述了扁铁滑落直接导致人员头部重创并死亡的事故过程。']","['HCA-7b4ab38eb5', 'HCA-6280b67279']","['AccidentProcess:3f4ec0e328efeb4fc75c61f8b8a110fe', 'AccidentProcess:94c4f08c69d61103dd40a617bd511b65']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['制定安全规定及职责', '制定安全规定及安全职责']",0.0,[],"['制定各项安全规定及各级人员安全职责和安全监督到位的保证措施。', '制定各项安全规定及各级人员安全职责和安全监督到位的保证措施']",canonical,PreventiveMeasure:canonical:09d7a5ff67326a36a7f8997808e79456,PreventiveMeasure,2,制定安全规定及职责,False,制定安全规定及职责,"['原文明确提出制定安全规定和职责作为预防措施，符合防控措施的定义。', '原文明确提出制定安全规定和职责作为改进措施，属于预防和控制风险的管理措施。']","['HCA-7b4ab38eb5', 'HCA-7d17055336']","['PreventiveMeasure:09d7a5ff67326a36a7f8997808e79456', 'PreventiveMeasure:e2c4ed9270bd955b87238069a2517c95']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['起重U型环断裂伤亡事故', '起重U型环断裂伤亡']",,[],[],canonical,AccidentCase:canonical:d52fb10813c5b31f755a0ea9009c7b14,AccidentCase,,起重U型环断裂伤亡事故,False,起重U型环断裂伤亡事故,[],['HCA-46a01b18f1'],['AccidentCase:HCA-46a01b18f1'],[],[]
['Φ20mm圆钢U型环'],,[],['事故发生的原因是Φ20mm钢筋U型环突然断裂，而导致U型吊环断裂的主要因素是钢筋材质不合格。'],canonical,UnsafeObjectState:canonical:2c53baea9c15c2b7890fdac46f166779,UnsafeObjectState,,Φ20mm圆钢U型环,False,Φ20mm圆钢U型环,['该U型环材质不合格，导致断裂，是事故的直接原因。'],['HCA-46a01b18f1'],['UnsafeObjectState:2c53baea9c15c2b7890fdac46f166779'],['事故原因-直接原因'],[]
['施工平台'],,[],['施工平台由六根Φ159mm钢管焊接而成，总延米41m，平台上有8块钢跳板，施工平台总重1.12t。'],canonical,EngineeringObject:canonical:f9ab3ca616c6ef7c29a0ff78db9c8685,EngineeringObject,,施工平台,False,施工平台,['施工平台是起重作业的主要工程对象，其拆除过程中发生事故。'],['HCA-46a01b18f1'],['EngineeringObject:f9ab3ca616c6ef7c29a0ff78db9c8685'],['事故经过'],[]
['起重系统'],,[],['起重系统采用5t卷扬经3个导向滑轮(5t)，反到排架柱二层联系梁上横放的2根焊在一起125梁的中部定滑轮上。'],canonical,EquipmentFacility:canonical:f9f92303782c1d12cd3e3ed4e4a9ec53,EquipmentFacility,,起重系统,False,起重系统,['起重系统用于吊装施工平台，其设计和操作与事故发生直接相关。'],['HCA-46a01b18f1'],['EquipmentFacility:f9f92303782c1d12cd3e3ed4e4a9ec53'],['事故经过'],[]
['钢筋材质不合格'],,[],['对残留断裂钢筋材质进行化验分析结果为：C:48，Mn：0.63，Si：0.22，P:0.019，S:0.01。其中含碳量超过国家规定标准3倍多，使材料的脆性增加，韧性下降。'],canonical,UnsafeObjectState:canonical:eceedce430f72faf1f1b9621c1061927,UnsafeObjectState,,钢筋材质不合格,False,钢筋材质不合格,['钢筋材质不合格导致U型环脆性增加、韧性下降，是事故的直接原因。'],['HCA-46a01b18f1'],['UnsafeObjectState:eceedce430f72faf1f1b9621c1061927'],['事故原因-直接原因'],[]
['施工平台拆除措施仅凭经验设计'],,[],['施工平台拆除措施仅凭经验设计，在选用U型吊环材料时，没有考虑受力情况；工程技术部门对施工措施没有过问和推敲，技术管理不到位。'],canonical,SafetyManagementDefect:canonical:fdae4b185c72761586b259928ea33045,SafetyManagementDefect,,施工平台拆除措施仅凭经验设计,False,施工平台拆除措施仅凭经验设计,['施工平台拆除措施未进行受力分析和设计计算，技术管理不到位，间接导致事故发生。'],['HCA-46a01b18f1'],['SafetyManagementDefect:fdae4b185c72761586b259928ea33045'],['事故原因-主要原因'],[]
['未履行施工安全技术措施审批程序'],,[],['虽由施工单位B编制了施工安全技术措施，但对重要的承载部件没有进行受力分析和设计计算，又没有按规定报工程技术部门审批，仅由副队长金大致估算了一下。'],canonical,SafetyManagementDefect:canonical:16e144df2c359698beb8fa22dfb2752d,SafetyManagementDefect,,未履行施工安全技术措施审批程序,False,未履行施工安全技术措施审批程序,['施工安全技术措施未按规定报工程技术部门审批，间接导致事故发生。'],['HCA-46a01b18f1'],['SafetyManagementDefect:16e144df2c359698beb8fa22dfb2752d'],['事故原因-间接原因'],[]
['起重作业安全技术措施不足'],,[],['作业前制定严密的安全技术措施，严格履行审批程序，不经审批，不能施工。'],canonical,PreventiveMeasure:canonical:9887aef63867f4e51c3907b2f968c694,PreventiveMeasure,,起重作业安全技术措施不足,False,起重作业安全技术措施不足,['制定严密的安全技术措施并严格履行审批程序是预防类似事故的关键。'],['HCA-46a01b18f1'],['PreventiveMeasure:9887aef63867f4e51c3907b2f968c694'],['事故预防措施'],[]
['特种作业'],,[],['施工平台拆除作业危险程度很大，属于特种作业，虽由施工单位B编制了施工安全技术措施，但对重要的承载部件没有进行受力分析和设计计算，又没有按规定报工程技术部门审批，仅由副队长金大致估算了一下。'],canonical,ConstructionActivity:canonical:a5e7971da1ee3423b74ed4463a9a735b,ConstructionActivity,,特种作业,False,特种作业,['施工平台拆除作业危险程度很大，属于特种作业，需要特殊的安全管理和技术要求。'],['HCA-46a01b18f1'],['ConstructionActivity:a5e7971da1ee3423b74ed4463a9a735b'],['事故原因-间接原因'],[]
['Φ120mm圆钢U型环'],,[],['定滑轮用焊在工字钢梁上Φ120mm圆钢U型环固定，从栅槽孔中心放下垂直吊住施工平台的前端。'],canonical,EngineeringObject:canonical:dc50ed76c91487c8b5823a3dbbef75c7,EngineeringObject,,Φ120mm圆钢U型环,False,Φ120mm圆钢U型环,['Φ120mm圆钢U型环用于固定定滑轮，是起重系统的重要组成部分。'],['HCA-46a01b18f1'],['EngineeringObject:dc50ed76c91487c8b5823a3dbbef75c7'],['事故经过'],[]
['165塔机'],,[],['具体工作安排是，队安全员李为现场总指挥，徐指挥卷扬机操作，齐开5t卷扬，另有进口165塔机配合作业。'],canonical,EquipmentFacility:canonical:387cbf3c15c3f5850ca3408e0e0affed,EquipmentFacility,,165塔机,False,165塔机,['进口165塔机用于配合施工平台的起重作业。'],['HCA-46a01b18f1'],['EquipmentFacility:387cbf3c15c3f5850ca3408e0e0affed'],['事故经过'],[]
"['安全生产责任制', '安全责任制不落实', '安全责任制']",0.0,[],"['广泛开展安全教育，提高安全生产意识，掌握本工种安全技术和操作知识，落实好安全生产责任制。', '工段领导安全责任制不落实，现场管理混乱劳动纪律不够严明']",canonical,SafetyManagementDefect:canonical:47c305e1653fb7902a3b31bb8b93228c,SafetyManagementDefect,2,安全生产责任制,True,安全生产责任制,"['未落实安全生产责任制，间接导致事故发生。', '工段领导未落实安全责任制，导致现场管理混乱和劳动纪律不严明。']","['HCA-46a01b18f1', 'HCA-b508787bca']","['SafetyManagementDefect:47c305e1653fb7902a3b31bb8b93228c', 'SafetyManagementDefect:eecee53e8bb91715c3e8a8b310473a18']","['事故预防措施', '事故主要原因']",[]
['未按规定选材'],,[],['在选用U型吊环材料时，没有考虑受力情况和作业性质，而是在工地随意捡一个钢筋头焊上就用。'],canonical,UnsafeAction:canonical:bd5e079c95381e11863f4894ad28a930,UnsafeAction,,未按规定选材,False,未按规定选材,['原文明确描述人员随意选材且未考虑受力情况，该行为直接导致吊环断裂事故发生。'],['HCA-46a01b18f1'],['UnsafeAction:bd5e079c95381e11863f4894ad28a930'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['不按规程选材'],,[],['在选用U型吊环材料时，没有考虑受力情况和作业性质，而是在工地随意捡一个钢筋头焊上就用。'],canonical,SafetyCapabilityDefect:canonical:c16d190f0972d33c8122e210b78e8966,SafetyCapabilityDefect,,不按规程选材,False,不按规程选材,['原文明确描述选材随意且未考虑受力情况，属于长期形成的不按规程作业的行为倾向。'],['HCA-46a01b18f1'],['SafetyCapabilityDefect:c16d190f0972d33c8122e210b78e8966'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['施工安全技术措施审查不足', '施工方案和安全技术措施不足']",0.0,[],"['虽由施工单位B编制了施工安全技术措施，但对重要的承载部件没有进行受力分析和设计计算，又没有按规定报工程技术部门审批', '制订切实可行的的施工方案和安全技术措施。']",canonical,SafetyManagementDefect:canonical:9ccd2078166725ed11b2f95237fc8e11,SafetyManagementDefect,2,施工安全技术措施审查不足,True,施工安全技术措施审查不足,"['原文明确指出施工安全技术措施存在审查不足，未进行受力分析和设计计算，且未按规定报工程技术部门审批，属于方案缺陷。', '事故暴露出施工方案和安全技术措施的不足，未能有效防止岩石塌方。']","['HCA-46a01b18f1', 'HCA-17c4eac797']","['SafetyManagementDefect:9ccd2078166725ed11b2f95237fc8e11', 'SafetyManagementDefect:b080ec627be4e85f73d1abd1206ee47f']",['案例02_9'],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['技术管理不到位', '技术管理', '技术管理问题']",0.0,[],"['工程技术部门对施工措施没有过问和推敲，技术管理不到位', '技术管理方面存在着严重问题']",canonical,SafetyManagementDefect:canonical:31d77273e657f61ee333e60b589c25e7,SafetyManagementDefect,2,技术管理,False,技术管理,"['原文明确指出工程技术部门未对施工措施进行审核和推敲，属于管理责任落实不到位。', '技术管理方面存在严重问题，间接导致事故发生。']","['HCA-46a01b18f1', 'HCA-3b819e4afe']","['SafetyManagementDefect:3fbe4c8fa4c25065e2cc3215b5cc1756', 'SafetyManagementDefect:ff7fbb695d25cd8786792dff7225a100']",['事故原因'],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['U型环断裂导致伤亡'],,[],['Φ20mm圆钢U型环突然断裂，钢丝绳连同定滑轮弹起绷紧，将徐勒在左二孔右后角顶板脚手架根部，经抢救无效死亡。'],canonical,AccidentProcess:canonical:2a153c4532de1e257a1bf87f84ce846d,AccidentProcess,,U型环断裂导致伤亡,False,U型环断裂导致伤亡,['原文清晰描述了U型环断裂直接导致钢丝绳弹起并造成伤亡，符合事故演化过程节点定义。'],['HCA-46a01b18f1'],['AccidentProcess:2a153c4532de1e257a1bf87f84ce846d'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['制定严密的安全技术措施并履行审批程序'],,[],['作业前制定严密的安全技术措施，严格履行审批程序，不经审批，不能施工。'],canonical,PreventiveMeasure:canonical:af183df8bd87d52359ba692adf51809b,PreventiveMeasure,,制定严密的安全技术措施并履行审批程序,False,制定严密的安全技术措施并履行审批程序,['原文明确提出制定安全技术措施并履行审批程序作为预防措施，符合防控措施定义。'],['HCA-46a01b18f1'],['PreventiveMeasure:af183df8bd87d52359ba692adf51809b'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['违章指挥起重伤害事故', '违章指挥起重伤害']",,[],[],canonical,AccidentCase:canonical:640e7cf43d7dfa8fb6e37d53f621f63d,AccidentCase,,违章指挥起重伤害事故,False,违章指挥起重伤害事故,[],['HCA-c523e1f15c'],['AccidentCase:HCA-c523e1f15c'],[],[]
['废T型梁未清除'],,[],['起吊运件轨迹不畅通（废T型梁未清除）。'],canonical,UnsafeObjectState:canonical:e114ba3cce12cb851b6fee47b0e7af30,UnsafeObjectState,,废T型梁未清除,False,废T型梁未清除,['废T型梁作为场地障碍物，影响起吊运件轨迹，间接导致事故发生。'],['HCA-c523e1f15c'],['UnsafeObjectState:e114ba3cce12cb851b6fee47b0e7af30'],['事故原因-间接原因'],[]
['两台起重机动作不同步'],,[],['两台吊车动作不同步，导致1号吊车起重臂根部扭曲断裂。'],canonical,UnsafeObjectState:canonical:29cf65f7e2d1a2aeae536a0f96e508f0,UnsafeObjectState,,两台起重机动作不同步,False,两台起重机动作不同步,['两台起重机未同步运行，导致起重臂根部扭曲断裂并引发事故。'],['HCA-c523e1f15c'],['UnsafeObjectState:29cf65f7e2d1a2aeae536a0f96e508f0'],['事故经过'],[]
['起重臂根部扭曲断裂'],,[],['1号吊车起重臂根部扭曲断裂，臂杆坠落。'],canonical,EngineeringObject:canonical:bb34e58c61fefe41b9b8c28f92504d33,EngineeringObject,,起重臂根部扭曲断裂,False,起重臂根部扭曲断裂,['起重臂根部断裂是事故中关键的工程对象失效，直接导致后续伤害。'],['HCA-c523e1f15c'],['EngineeringObject:bb34e58c61fefe41b9b8c28f92504d33'],['事故经过'],[]
['履带起重机WD-400型'],,[],['施工单位B准备用两台WD-400型履带起重机，同时吊装一根长17.6m，自重约59tT型梁。'],canonical,EquipmentFacility:canonical:eae64fe62598411bcd48cb22b501da14,EquipmentFacility,,履带起重机WD-400型,False,履带起重机WD-400型,['事故中使用的起重设备，因操作不当导致事故发生。'],['HCA-c523e1f15c'],['EquipmentFacility:eae64fe62598411bcd48cb22b501da14'],['事故经过'],[]
['程头部受伤死亡'],,[],['销环扣刮在吊车平台通道上的副司机程头部，当场倒在车下，在送往医院途中死亡。'],canonical,Consequence:canonical:1cbc008d2890e75a2b8e06b15c3bcfc6,Consequence,,程头部受伤死亡,False,程头部受伤死亡,['事故最终导致副司机程头部受伤并死亡。'],['HCA-c523e1f15c'],['Consequence:1cbc008d2890e75a2b8e06b15c3bcfc6'],['事故经过'],[]
"['吊装组织机构调整', '调整吊装组织机构']",0.0,[],"['调整吊装组织机构，选用责任强、懂业务有经验的起重人员调装作业。', ""调整吊装组织机构，选用责任强、'懂业务有经验的起重人员调装作业。""]",canonical,PreventiveMeasure:canonical:03ecf02174bc4445e020ca83c71209ce,PreventiveMeasure,2,吊装组织机构调整,False,吊装组织机构调整,"['建议调整吊装组织机构以选用责任强、懂业务有经验的人员，预防类似事故发生。', '改进措施之一是优化吊装组织机构，选用责任强、有经验的人员。']","['HCA-c523e1f15c', 'HCA-bcf5e37f41']","['PreventiveMeasure:03ecf02174bc4445e020ca83c71209ce', 'PreventiveMeasure:c2e550449c3a9db93acfad502cfc19d0']","['事故预防措施', '案例10']",[]
['完善现场吊装安全措施'],,[],['进一步完善现场吊装安全措施，保证安全施工。'],canonical,PreventiveMeasure:canonical:735ee83c0b47bb1b2ff8098dfb12d8e8,PreventiveMeasure,,完善现场吊装安全措施,False,完善现场吊装安全措施,['建议进一步完善现场吊装安全措施以保证安全施工。'],['HCA-c523e1f15c'],['PreventiveMeasure:735ee83c0b47bb1b2ff8098dfb12d8e8'],['事故预防措施'],[]
['学习起重作业安全技术规程'],,[],['进一步学习有关起重作业安全技术规程和起重机械安全运行规程。'],canonical,PreventiveMeasure:canonical:ce12da30bf27b5fe48de3bd5afdd6eb7,PreventiveMeasure,,学习起重作业安全技术规程,False,学习起重作业安全技术规程,['建议学习起重作业安全技术规程以提高安全意识和操作规范。'],['HCA-c523e1f15c'],['PreventiveMeasure:ce12da30bf27b5fe48de3bd5afdd6eb7'],['事故预防措施'],[]
['起吊运件轨迹不畅通'],,[],['起吊运件轨迹不畅通（废T型梁未清除）'],canonical,UnsafeObjectState:canonical:ce4138993ad035f8e6836f9380007e6e,UnsafeObjectState,,起吊运件轨迹不畅通,False,起吊运件轨迹不畅通,['原文明确指出废T型梁未清除导致起吊运件轨迹不畅通，属于物的不安全状态，直接影响吊装作业安全。'],['HCA-c523e1f15c'],['UnsafeObjectState:ce4138993ad035f8e6836f9380007e6e'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['起吊运件轨迹不畅通'],,[],['起吊运件轨迹不畅通（废T型梁未清除）'],canonical,SafetyManagementDefect:canonical:b56a362f9d082eb95deca6dbe88da3f9,SafetyManagementDefect,,起吊运件轨迹不畅通,False,起吊运件轨迹不畅通,['原文明确指出废T型梁未清除导致起吊轨迹不畅通，属于施工组织设计或技术措施缺陷。'],['HCA-c523e1f15c'],['SafetyManagementDefect:b56a362f9d082eb95deca6dbe88da3f9'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['现场巡查不及时'],,[],['起吊运件轨迹不畅通（废T型梁未清除）'],canonical,SafetyManagementDefect:canonical:d29cb40fc6a7730e6068e791eb8fe48d,SafetyManagementDefect,,现场巡查不及时,False,现场巡查不及时,['废T型梁未清除表明现场巡查未及时发现并处理障碍物，属于监督检查不到位。'],['HCA-c523e1f15c'],['SafetyManagementDefect:d29cb40fc6a7730e6068e791eb8fe48d'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['吊车动作不同步导致起重臂断裂', '两台吊车动作不同步导致起重臂断裂']",0.0,[],"['两台吊车动作不同步，导致1号吊车起重臂根部扭曲断裂，臂杆坠落', '两台吊车动作不同步，导致1号吊车起重臂根部扭曲断裂']",canonical,AccidentProcess:canonical:d04c7f529f6d720083ae2623d21baba3,AccidentProcess,2,吊车动作不同步导致起重臂断裂,False,吊车动作不同步导致起重臂断裂,"['原文清晰描述了吊车动作不同步直接导致起重臂断裂的事故演化过程。', '原文清晰描述了两台吊车动作不同步直接导致起重臂断裂的事故演化过程。']","['HCA-c523e1f15c', 'HCA-bcf5e37f41']","['AccidentProcess:d04c7f529f6d720083ae2623d21baba3', 'AccidentProcess:dd87af87797ea546c2ce61ee78baef6f']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['门机跑罐死亡事故', '门机跑罐死亡']",,[],[],canonical,AccidentCase:canonical:02e49bf92ac59342d783b8ef15e488b7,AccidentCase,,门机跑罐死亡事故,False,门机跑罐死亡事故,[],['HCA-a134176d38'],['AccidentCase:HCA-a134176d38'],[],[]
"['门机下降接触器触头粘连', '下降接触器触头粘连']",0.0,[],['门机下降接触器触头粘连，导致控制失效。'],canonical,UnsafeObjectState:canonical:efcd87656b56fbc1238992840bd2c553,UnsafeObjectState,2,门机下降接触器触头粘连,False,门机下降接触器触头粘连,"['门机下降接触器触头粘连导致控制失效，是事故的直接原因。', '事故直接原因明确指出下降接触器触头粘连导致控制失效，属于设备的不安全状态。']","['HCA-a134176d38', 'HCA-79488b9223']","['UnsafeObjectState:efcd87656b56fbc1238992840bd2c553', 'UnsafeObjectState:26ea171b503ae408a30ab78e69f43228']",['事故原因-1'],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['设备陈旧、部件老化'],,[],['设备陈旧、部件老化且维护保养欠佳。'],canonical,UnsafeObjectState:canonical:a48337cc88bb3e8f35800308095ad4ee,UnsafeObjectState,,设备陈旧、部件老化,False,设备陈旧、部件老化,['设备陈旧和部件老化是事故的主要原因，导致门机故障。'],['HCA-a134176d38'],['UnsafeObjectState:a48337cc88bb3e8f35800308095ad4ee'],['事故原因-3'],[]
['维护保养欠佳'],,[],['设备陈旧、部件老化且维护保养欠佳。'],canonical,SafetyManagementDefect:canonical:b2d51af4edadfd195587db6086f4b512,SafetyManagementDefect,,维护保养欠佳,False,维护保养欠佳,['设备维护保养不足是事故的间接原因，未能及时发现设备问题。'],['HCA-a134176d38'],['SafetyManagementDefect:b2d51af4edadfd195587db6086f4b512'],['事故原因-2'],[]
['混凝土罐倾斜'],,[],['混凝土罐仍继续下落直至仓面后发生倾斜。'],canonical,UnsafeObjectState:canonical:815dbaa90430faa1f6ce5894db536f13,UnsafeObjectState,,混凝土罐倾斜,False,混凝土罐倾斜,['混凝土罐倾斜导致作业人员被压，是事故的直接后果。'],['HCA-a134176d38'],['UnsafeObjectState:815dbaa90430faa1f6ce5894db536f13'],['事故经过-2'],[]
['作业人员B左小腿脱臼'],,[],['作业人员B左小腿脱臼，住院治疗。'],canonical,Consequence:canonical:7460ba02a1adc69825105955c84693e1,Consequence,,作业人员B左小腿脱臼,False,作业人员B左小腿脱臼,['作业人员B在事故中受伤，是事故的次要后果。'],['HCA-a134176d38'],['Consequence:7460ba02a1adc69825105955c84693e1'],['事故经过-3'],[]
['操作规程和交接班规则学习'],,[],['系统学习操作规程和交接班规则并严格遵守，使其不断提高处理突发事件的能力。'],canonical,PreventiveMeasure:canonical:dd3fdfff9b209cf3f48f52ebde401847,PreventiveMeasure,,操作规程和交接班规则学习,False,操作规程和交接班规则学习,['系统学习操作规程和交接班规则可以提高人员处理突发事件的能力。'],['HCA-a134176d38'],['PreventiveMeasure:dd3fdfff9b209cf3f48f52ebde401847'],['事故预防措施-3'],[]
['特种机械设备管理办法'],,[],['建立健全安全技术操作规程和管理制度，严格遵守安装、调试、验收、运行和安全技术检验、检查的规定。'],canonical,PreventiveMeasure:canonical:4336bd30a5b1c3d4785af82b51a3e714,PreventiveMeasure,,特种机械设备管理办法,False,特种机械设备管理办法,['建立健全特种机械设备管理办法是预防事故的重要管理措施。'],['HCA-a134176d38'],['PreventiveMeasure:4336bd30a5b1c3d4785af82b51a3e714'],['事故预防措施-4'],[]
['未按操作规程交接班'],,[],['当班司机高提前接班上岗，并对设备进行了检查'],canonical,UnsafeAction:canonical:643e6eca506bd0c96669e9d7d6c26b63,UnsafeAction,,未按操作规程交接班,False,未按操作规程交接班,['司机未按交接班规则提前上岗，可能导致设备检查和操作不规范，间接促成事故发生。'],['HCA-a134176d38'],['UnsafeAction:643e6eca506bd0c96669e9d7d6c26b63'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['交接班规则学习不足', '交接班规则知识不足']",0.0,[],"['对起重机司机、司索、信号人员进行一次案例教育，系统学习操作规程和交接班规则并严格遵守', '当班作业人员A提前接班上岗，并对设备进行了检查，没有发现什么问题后开始吊料作业']",canonical,SafetyCapabilityDefect:canonical:57ca923366fbc54090d3e8a543720e4f,SafetyCapabilityDefect,2,交接班规则学习不足,False,交接班规则学习不足,"['事故预防措施明确提到需系统学习交接班规则，表明此前存在相关知识不足的问题。', '作业人员A未按交接班规则操作，表明其对交接班规则的安全知识可能存在不足。']","['HCA-a134176d38', 'HCA-79488b9223']","['SafetyCapabilityDefect:57ca923366fbc54090d3e8a543720e4f', 'SafetyCapabilityDefect:e4231dc611cafcac212bb450b5771155']",[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['未按操作规程交接班'],,[],['当班司机高提前接班上岗，并对设备进行了检查'],canonical,SafetyCapabilityDefect:canonical:b354866565c7404bc053c49e0fe27592,SafetyCapabilityDefect,,未按操作规程交接班,False,未按操作规程交接班,['提前接班上岗未按操作规程交接班，属于不良安全习惯的表现。'],['HCA-a134176d38'],['SafetyCapabilityDefect:b354866565c7404bc053c49e0fe27592'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['提前接班上岗'],,[],['当班司机高提前接班上岗，并对设备进行了检查'],canonical,SafetyCapabilityDefect:canonical:c98a9a44af0630bf9f482c30c936c5b3,SafetyCapabilityDefect,,提前接班上岗,False,提前接班上岗,['提前接班可能导致疲劳或注意力不集中，影响安全行为。'],['HCA-a134176d38'],['SafetyCapabilityDefect:c98a9a44af0630bf9f482c30c936c5b3'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['交接班规则未严格执行'],,[],['当班司机高提前接班上岗，并对设备进行了检查'],canonical,SafetyManagementDefect:canonical:c6d35bda9dd122ceb86c0f9b0b274c61,SafetyManagementDefect,,交接班规则未严格执行,True,交接班规则未严格执行,['提前接班上岗未按操作规程交接班，表明交接班规则未严格执行，属于安全责任未落实。'],['HCA-a134176d38'],['SafetyManagementDefect:c6d35bda9dd122ceb86c0f9b0b274c61'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['门机下降接触器触头粘连导致控制失效'],,[],['门机下降接触器触头粘连，导致控制失效'],canonical,AccidentProcess:canonical:bd0b1460c326ee8c3123ffcd29f6d813,AccidentProcess,,门机下降接触器触头粘连导致控制失效,False,门机下降接触器触头粘连导致控制失效,['原文明确描述了接触器触头粘连导致控制失效，这是事故过程中的关键节点。'],['HCA-a134176d38'],['AccidentProcess:bd0b1460c326ee8c3123ffcd29f6d813'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['全面系统的专业检查'],,[],['对在用的各种起重机械进行一次全面系统的专业检查'],canonical,PreventiveMeasure:canonical:70c25f2de92048bb949ddf49c62f8495,PreventiveMeasure,,全面系统的专业检查,False,全面系统的专业检查,['原文明确提出对起重机械进行全面系统的专业检查作为预防措施，符合防控措施的定义。'],['HCA-a134176d38'],['PreventiveMeasure:70c25f2de92048bb949ddf49c62f8495'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['吊车吊物倾落伤害事故', '吊车吊物倾落伤害']",,[],[],canonical,AccidentCase:canonical:0b2a902cb58fddeffb3e62132221c13b,AccidentCase,,吊车吊物倾落伤害事故,False,吊车吊物倾落伤害事故,[],['HCA-b6aa34abf5'],['AccidentCase:HCA-b6aa34abf5'],[],[]
